cluster_hash,Total_genomes,Cluster_members,NCBI_names,Unique_names_per_cluster
42b44e9adadb76921bdbd22d2ee441e3,2,"GCF_014905555.1,GCF_002920635.1","['Streptomyces sp.', 'Streptomyces sp.']",1
d6c28685f0d85e04d590e105e6d28cf4,1,GCF_002939385.1,['Streptomyces sp.'],1
9eabd7ce308ddec6f6d5730395995e90,1,GCF_002939475.1,['Streptomyces cinnamoneus'],1
a3ecfe6ac4f170f89775fe2442139479,1,GCF_002939475.1,"['Streptomyces cinnamoneus', 'Streptomyces cinnamoneus', 'Streptomyces cinnamoneus']",1
02d7229219ddc9d2e035637e44dbafb0,1,GCF_002939475.1,['Streptomyces cinnamoneus'],1
2cac846889026a1875913cd322625deb,1,GCF_002939475.1,['Streptomyces cinnamoneus'],1
b41a016c8291f30b6a85e78ae982b3e3,1,GCF_002939475.1,['Streptomyces cinnamoneus'],1
c4c28015c1211d302a1e52d4c8c0a604,1,GCF_002946835.1,['Streptomyces dengpaensis'],1
80c7842af91b1af91abf460bc002f43c,1,GCF_002946835.1,"['Streptomyces dengpaensis', 'Streptomyces dengpaensis', 'Streptomyces dengpaensis', 'Streptomyces dengpaensis', 'Streptomyces dengpaensis']",1
c4bda2a6cfd2dfe16f944b5e90f39848,1,GCF_002982015.1,['Streptomyces sp.'],1
149d276cabfe848fc87c14ce1e0f6ada,2,"GCF_003024195.1,GCF_018070025.1","['Streptomyces dioscori', 'Streptomyces sp.', 'Streptomyces sp.']",2
8d0f37b473211f6fde8f4fc092087298,1,GCF_003024215.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
38da3e501eca3d41b00bde5635644a9c,1,GCF_003032475.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
dceb6922d42f240ba3bf3141d8118798,3,"GCF_003046555.1,GCF_004104505.1,GCF_004115015.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
16bb89b37558a7e6bae6aee953c0084f,1,GCF_003054555.1,['Streptomyces lunaelactis'],1
85e35370253e3972edd61c08718327d4,1,GCF_003054555.1,['Streptomyces lunaelactis'],1
cb6ed46766ca3fad36592431e38d9b3b,1,GCF_003054555.1,['Streptomyces lunaelactis'],1
2d7308dbf13b0d114e36aa34ee0717e2,9,"GCF_013357965.1,GCF_013358045.1,GCF_013358155.1,GCF_013358305.1,GCF_013358165.1,GCF_013357925.1,GCF_013357935.1,GCF_003054555.1,GCF_013358025.1","['Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis', 'Streptomyces lunaelactis']",1
517c8d2f7177320c2a417c145211235d,1,GCF_003054555.1,['Streptomyces lunaelactis'],1
d8cab89cb35b7a4519c1b78d41385e55,1,GCF_003054555.1,['Streptomyces lunaelactis'],1
d5e49774e24608138b399cafd9ca203b,1,GCF_003073355.1,['Streptomyces scopuliridis'],1
64dbaeacd3c9764b85120ca0e9edb820,1,GCF_003074055.1,"['Streptomyces nigra', 'Streptomyces nigra', 'Streptomyces nigra', 'Streptomyces nigra', 'Streptomyces nigra', 'Streptomyces nigra']",1
074e8c64d93e5a82f943a7dea0809ed7,1,GCF_003097515.1,"['Streptomyces tirandamycinicus', 'Streptomyces tirandamycinicus', 'Streptomyces tirandamycinicus', 'Streptomyces tirandamycinicus', 'Streptomyces tirandamycinicus']",1
7a5c50c6d6bb2ae94b6ab03b4824dc9e,2,"GCF_013421635.1,GCF_003112515.1","['Streptomyces fragilis', 'Streptomyces sp.']",2
40e2e2f3433646488eee6333574db9ca,1,GCF_003112535.1,['Streptomyces rishiriensis'],1
bf4c07290b45d1e74df0fddbe60fc454,1,GCF_003112595.1,['Streptomyces rubrogriseus'],1
657567f747b2a636fe9963dfbae63a85,1,GCF_003116725.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
6e96e333b10afd4b43bdafb078f488f0,1,GCF_003116725.1,['Streptomyces sp.'],1
3eed38edc9eea1f2a58249eb8e6f48ea,1,GCF_003116795.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
000a7bd7a5a7e64359cea7de428dd4d0,1,GCF_003122365.1,"['Streptomyces spongiicola', 'Streptomyces spongiicola', 'Streptomyces spongiicola', 'Streptomyces spongiicola', 'Streptomyces spongiicola']",1
4dae4172c2583337d1b8bd7c6c7de459,1,GCF_003122365.1,['Streptomyces spongiicola'],1
ed68df96124831f5af0bdcf7d1218f19,3,"GCF_003129505.1,GCF_003268535.2,GCF_003268555.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
67315f602ad93bfb426c11ec14f0dc86,1,GCF_003143935.1,['Streptomyces sp.'],1
e668882777f1a0f871aa2167bcc7421b,1,GCF_003173275.1,['Streptomyces sp.'],1
83b034a9cac87204eab5d18e507c1a65,2,"GCF_003173275.1,GCF_009811595.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces libani', 'Streptomyces libani', 'Streptomyces libani']",2
3934356a9386402c7ba3870de4cbe780,4,"GCF_003173275.1,GCF_009811595.1,GCF_004125265.1,GCF_009811635.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces libani', 'Streptomyces libani', 'Streptomyces libani', 'Streptomyces libani', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus', 'Streptomyces tubercidicus']",4
43aa10362d55f29b49378a26db1caa6a,4,"GCF_003173275.1,GCF_004125275.1,GCF_003994375.1,GCF_008087005.1","['Streptomyces sp.', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces sp.']",2
adf51ec9d5daef25b79c5984134ebe82,1,GCF_003205575.1,['Streptomyces tateyamensis'],1
651c8c226e663dbac20c1179831d6c24,1,GCF_003208035.1,"['Streptomyces actuosus', 'Streptomyces actuosus']",1
31805cc46e9b0a9fe03cc82dd70a63bd,1,GCF_003208035.1,"['Streptomyces actuosus', 'Streptomyces actuosus', 'Streptomyces actuosus']",1
8b11e5b6f6c179cce81ba6ebc8ce078a,1,GCF_003208035.1,['Streptomyces actuosus'],1
d9c483a156224c4dedbf10820324b0f7,1,GCF_003236365.1,['Streptomyces sp.'],1
cb1ff5c72a69b94d028334db3df3963b,2,"GCF_003248335.1,GCF_003248355.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
a3285e88e462ad2ee074a512505e1cf8,1,GCF_003261055.1,"['Streptomyces cadmiisoli', 'Streptomyces cadmiisoli', 'Streptomyces cadmiisoli', 'Streptomyces cadmiisoli']",1
86b1d429effac1507c48586165f70066,1,GCF_003261055.1,['Streptomyces cadmiisoli'],1
902a61075e1eb1c03da19be39a61ecc1,1,GCF_003261055.1,['Streptomyces cadmiisoli'],1
aa1844fc0658b41dfd8eaffbcbad11c7,1,GCF_003263885.1,['Streptomyces badius'],1
24302609eec916b80acc6cbb77c31199,1,GCF_003265665.1,['Streptomyces qinglanensis'],1
6dd58eeff9ad6e9fb316a20a373e533a,2,"GCF_003287915.1,GCF_003287935.1","['Streptomyces sp.', 'Streptomyces sp.']",1
b8c3e2c3df54e3d20b528bd15d65ea93,1,GCF_003311645.1,['Streptomyces sp.'],1
8e643964124d918e29aa52d6856c05bc,1,GCF_003324565.1,['Streptomyces sp.'],1
bee006b0be4fc3e9ff0df4edeaf9eb47,1,GCF_003325375.1,['Streptomyces globosus'],1
2703ccf7b18dac9a80dac6d92190c0cb,1,GCF_003325375.1,"['Streptomyces globosus', 'Streptomyces globosus', 'Streptomyces globosus', 'Streptomyces globosus', 'Streptomyces globosus', 'Streptomyces globosus']",1
8ce048d92113f86924fa4ada92e8b9f0,1,GCF_003330845.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
9e65bd534d8ff53b8fa33a6bf92eca6e,1,GCF_003330845.1,['Streptomyces sp.'],1
9be1227f9f049b77d7c9b6ff6dd61b02,1,GCF_003330845.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
efee5b0d328904ed413eadbfb78d55f5,3,"GCF_003330865.1,GCF_900091955.1,GCF_014648655.1","['Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces atratus', 'Streptomyces sp.']",2
398c659b2698969e32a275ab58779abf,1,GCF_003344965.1,"['Streptomyces paludis', 'Streptomyces paludis', 'Streptomyces paludis', 'Streptomyces paludis']",1
f51702a28d7292fde795b1cb0edba52c,1,GCF_003344965.1,['Streptomyces paludis'],1
739b3f8d497844f98643124ff70e6608,1,GCF_003344965.1,['Streptomyces paludis'],1
34ba0f8f897571722b14c5c62a5aeacc,1,GCF_003346515.1,['Streptomyces corynorhini'],1
7466f29be7b712e06666de506bc4b10e,1,GCF_003352445.1,['Streptomyces cavourensis'],1
16e6c6b431c099c7e0526d20c2e89db6,1,GCF_003353555.1,['Streptomyces sp.'],1
330d8f47340a74fdea512070a173f783,1,GCF_003355155.1,['Streptomyces armeniacus'],1
7d7d59c43bb6993b89dea12b09fba618,1,GCF_003369795.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
2056bb73a7669b3b85bd6c7e87628af5,1,GCF_003387455.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
42664b1b286e9d5094f9ea2351d2cbe1,1,GCF_003391135.1,"['Streptomyces olivoreticuli', 'Streptomyces olivoreticuli', 'Streptomyces olivoreticuli', 'Streptomyces olivoreticuli', 'Streptomyces olivoreticuli', 'Streptomyces olivoreticuli', 'Streptomyces olivoreticuli']",1
ca5fee2a60c5b815fd463d82ef26b2d4,1,GCF_003403055.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
cade3038f4be7ce514e2aceae3b17498,1,GCF_003403055.1,['Streptomyces sp.'],1
8348f00844707925e16f83ead1964b65,1,GCF_003428925.1,['Streptomyces koyangensis'],1
c26347c2ca4fed7a80941a778b12fa0c,1,GCF_003428925.1,['Streptomyces koyangensis'],1
871910171f60d8793918cfee16948f38,1,GCF_003428925.1,"['Streptomyces koyangensis', 'Streptomyces koyangensis']",1
c3085431bdf82564e2b539d7f6f81730,1,GCF_003428925.1,['Streptomyces koyangensis'],1
e48cbb1a87a53dddb64a542f06978d34,1,GCF_003429565.1,['Streptomyces triticagri'],1
766ad8f96a4ba1e2d1dccebe8ff3cd3a,1,GCF_003443735.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
395597460ca1deb119880207742502b9,2,"GCF_003568675.1,GCF_005768555.2","['Streptomyces sporangiiformans', 'Streptomyces sporangiiformans']",1
5b9d8ee3ba246b91e1661995c5351b0b,1,GCF_003574445.1,['Streptomyces sp.'],1
dd345a5051654edb639f39a7ca0d97f2,1,GCF_003584825.1,['Streptomyces europaeiscabiei'],1
1c51df02a0da046edd84ebf0bc930333,1,GCF_003595235.1,['Streptomyces griseorubiginosus'],1
0e2f70ad0e95ea73efeaef1038b23227,1,GCF_003595545.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
1adb30fc4cf25dd4b0e0fb345b68d203,1,GCF_003610255.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
bd14f4f7a1bf7dda15366635652f74bd,1,GCF_003610255.1,['Streptomyces sp.'],1
8fa99af190129829db595a43e92bda35,1,GCF_003610255.1,['Streptomyces sp.'],1
240754da5529eb66eb4e25a75a4fa6bc,1,GCF_003610995.1,['Streptomyces griseus'],1
52c58e4d88c3a55ee157748612327457,1,GCF_003626535.1,['Streptomyces hoynatensis'],1
0d06f94c88bd18edef47a1fb431ab567,1,GCF_003627815.1,"['Streptomyces hundungensis', 'Streptomyces hundungensis', 'Streptomyces hundungensis', 'Streptomyces hundungensis', 'Streptomyces hundungensis', 'Streptomyces hundungensis']",1
6b3e93e54f9760f0e4cba39ef84c406e,1,GCF_003627815.1,"['Streptomyces hundungensis', 'Streptomyces hundungensis']",1
37b95bfe2b9c8d740e1e08653a13f71c,2,"GCF_003635085.1,GCF_900199205.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
479423b065b0485881417de6a067e306,2,"GCF_003635085.1,GCF_900199205.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
0db30f52d498ffd19efa6f3c482b6310,2,"GCF_003635085.1,GCF_900199205.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
e49b4a0d8c3d49927af48c4e358ba57c,1,GCF_003635085.1,['Streptomyces sp.'],1
7c6c79aede91d3fc234e9f2e0a3ab3bd,2,"GCF_003635085.1,GCF_900199205.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
9c2f97e4246c46ac729842eae2c84234,1,GCF_003635085.1,['Streptomyces sp.'],1
6887d7aca49be7e3dbd0b58eefd4eab7,1,GCF_003665095.1,['Streptomyces sp.'],1
4825021bee4d344cd5234926246daa86,1,GCF_003665095.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
699c787e36f5944a11478f516fd94289,1,GCF_003665435.1,['Streptomyces fungicidicus'],1
56dda9d796e6b8529a26cae5c740b7aa,3,"GCF_013364175.1,GCF_003665435.1,GCF_006715925.1","['Streptomyces fungicidicus', 'Streptomyces fungicidicus', 'Streptomyces fungicidicus', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
60fe10e9ce6986c9bbce114d720685ae,3,"GCF_013364175.1,GCF_003665435.1,GCF_006715925.1","['Streptomyces fungicidicus', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
7da38d5a63bd1877e59756c58df475e1,1,GCF_003665435.1,['Streptomyces fungicidicus'],1
88aedacf8811518fc019103e49b7b501,5,"GCF_016432685.1,GCF_018966745.1,GCF_003671735.1,GCF_003671675.1,GCF_009739225.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
87d8a42676feac206364db9473525bd9,2,"GCF_018070535.1,GCF_003671715.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
c825f5154caefc02763a7d3f26dbf295,1,GCF_003675325.1,['Streptomyces sp.'],1
56b0e4b6207fab0b5b0208158674aebc,1,GCF_003675325.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
25e0fad1c54ca4156e50d223ad272d4c,1,GCF_003675325.1,['Streptomyces sp.'],1
79b911c5e0c78f6ffe02c3a2953feae0,1,GCF_003675345.1,['Streptomyces albus'],1
a72a2b86fa1c2a8cf1ec6cc4ccbffba3,1,GCF_003675345.1,['Streptomyces albus'],1
c6ca10fbbb0df6347d00a6596225044f,1,GCF_003675345.1,['Streptomyces albus'],1
6c9cbac76a8bc2253e7013762defea57,2,"GCF_014205315.1,GCF_003675955.1","['Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus']",1
90470eefd23958db6ccacbe5bf91d541,2,"GCF_014205315.1,GCF_003675955.1","['Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus', 'Streptomyces rapamycinicus']",1
27c31b574ed726724dab6689ebc6de7c,1,GCF_003675955.1,['Streptomyces rapamycinicus'],1
4de4cacbbde3f0dd507e7fbddb7b152c,1,GCF_003688995.1,['Streptomyces shenzhenensis'],1
0c7df2ff30f848818d4ed65d849ebee0,1,GCF_003696235.1,['Streptomyces triticirhizae'],1
09d797e71170f71b23c6a5a334aa3ab5,1,GCF_003709145.1,['Streptomyces sp.'],1
de69b2023188a3b75695d4e409abe7f4,1,GCF_003721215.1,['Streptomyces sp.'],1
672bc763508ba58aea8be3f4476ccc40,1,GCF_003721495.1,['Streptomyces sp.'],1
036ff01a0a58b43dad725f5a5ddc8424,1,GCF_003721495.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
63840e47aa734c906690f438e6964dc9,1,GCF_003721495.1,['Streptomyces sp.'],1
df93b2cec85002f5e0e2c4c24b8965e0,2,"GCF_004795055.1,GCF_003751425.1","['Streptomyces sp.', 'Streptomyces sp.']",1
a7d00f6079f2b4bf247dc5dd12e7b100,1,GCF_003751425.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
2e905af21eb02755ccc0c399c4b6f829,3,"GCF_004795105.1,GCF_003751445.1,GCF_007829885.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces brevispora', 'Streptomyces brevispora', 'Streptomyces brevispora', 'Streptomyces brevispora', 'Streptomyces brevispora']",2
cbc747880e6aae57855ccd3645d12b51,1,GCF_003752275.1,['Streptomyces sp.'],1
1d27c71d9e5ffbd8563191e7f1f75e4d,1,GCF_003814765.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
64ed6f0bd17870d0988f7bd5ee0e68e8,1,GCF_003814875.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
cf2ffcaca3edba7e85830eb66be9442c,1,GCF_003814875.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
55acbe997b362007988337fe6af43768,1,GCF_003851625.1,['Streptomyces sp.'],1
cecacf6721399c6ca01afd968fd25f42,2,"GCF_003865135.1,GCF_003865155.1","['Streptomyces chrestomyceticus', 'Streptomyces chrestomyceticus', 'Streptomyces chrestomyceticus', 'Streptomyces chrestomyceticus', 'Streptomyces rimosus', 'Streptomyces rimosus', 'Streptomyces rimosus']",2
15411d57c13f7c15f0cdf52e21e40559,2,"GCF_003865135.1,GCF_003865155.1","['Streptomyces chrestomyceticus', 'Streptomyces chrestomyceticus', 'Streptomyces chrestomyceticus', 'Streptomyces rimosus', 'Streptomyces rimosus', 'Streptomyces rimosus', 'Streptomyces rimosus']",2
77b1627ad14668cb1300aead503db89b,1,GCF_003945505.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
73927101ea727e66b5eeb816855eecca,1,GCF_003945505.1,['Streptomyces sp.'],1
d58fc8baf7f8b4d8fb3f375ce311bd45,1,GCF_003945525.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
28a90de3531dc50de845b28ee426520b,1,GCF_003945525.1,['Streptomyces sp.'],1
70e9bd878bee117abfa0977919c85860,1,GCF_003945525.1,['Streptomyces sp.'],1
db91c8aab6308fe0a36a7dfe2a0fb893,1,GCF_003945545.1,['Streptomyces sp.'],1
8d9085e8ccfc7c987f9d23c903beba6f,1,GCF_003945545.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
c1b38bac9763da5aeb4dee3c1c7a1fd6,1,GCF_003947455.1,['Streptomyces sp.'],1
d8c119ca1293cf6c1ca7f3cfe2630254,1,GCF_003947555.1,['Streptomyces sp.'],1
1f2fbf1f5e634b8421f11a46894d379f,2,"GCF_012034235.1,GCF_003949505.1","['Streptomyces sp.', 'Streptomyces thermoviolaceus']",2
8c881c57b8925e34c04356e934ba8bff,1,GCF_003949695.1,['Streptomyces sp.'],1
9ef1a9512f23a1cb48a300ba59ff634d,1,GCF_003949795.1,['Streptomyces sp.'],1
4dfb93255e3ec6ea878bc466f9776ea6,1,GCF_003950035.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
cc8f703d504a181bad644f12bcdaf47c,1,GCF_003950055.1,['Streptomyces sp.'],1
b1a3fc1bbf03433400fc67679b8c50fa,5,"GCF_004522685.1,GCF_018310575.1,GCF_003950055.1,GCF_011007525.1,GCF_013364375.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces coelicoflavus', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
a01ea1f1c7e094d6a9d06f366580338d,1,GCF_003950055.1,['Streptomyces sp.'],1
d8af4059fe4f1157cd4b785bbff73ea5,2,"GCF_900206255.1,GCF_003955715.1","['Streptomyces aquilus', 'Streptomyces aquilus', 'Streptomyces aquilus', 'Streptomyces aquilus', 'Streptomyces aquilus', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
e33010f6e0ce0f6c06963f727323882c,1,GCF_003955715.1,['Streptomyces aquilus'],1
1a4367185ac1974a8c84c2cfb2d0d37a,1,GCF_003963535.1,"['Streptomyces cyaneochromogenes', 'Streptomyces cyaneochromogenes', 'Streptomyces cyaneochromogenes', 'Streptomyces cyaneochromogenes', 'Streptomyces cyaneochromogenes', 'Streptomyces cyaneochromogenes']",1
b6a4b9d3a3875d17bbbbac2cfd1e476e,1,GCF_003970715.1,"['Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus', 'Streptomyces luteoverticillatus']",1
bc59dd571b4ee85e6205052122f41d46,1,GCF_003984785.1,['Streptomyces sp.'],1
f21ef43555a5cd4ce52327125121523b,3,"GCF_003984935.1,GCF_019029505.1,GCF_019029485.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
05b0fdddc42db35e70b093c41f0d190d,2,"GCF_004125275.1,GCF_003994375.1","['Streptomyces lydicus', 'Streptomyces lydicus']",1
57095868f1642f88277020e1ce21e1f9,2,"GCF_003994395.1,GCF_005222485.1","['Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis']",1
c85aa22bf9014b11e68ebb8b19b8821d,2,"GCF_003994395.1,GCF_005222485.1","['Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis', 'Streptomyces griseoviridis']",1
3619fc037cc670c268b6e5714b2f8790,1,GCF_004023625.1,['Streptomyces cavernae'],1
7b49e1cc11b11f03a3d724cc456642c6,1,GCF_004028635.1,['Streptomyces cyaneus'],1
771393f6f01987a063550d9afe96a8d9,1,GCF_004117935.1,['Streptomyces roseicoloratus'],1
fb5af5d1590c0384d0ffa81bebe6bfb4,2,"GCF_004122735.1,GCF_016876065.1","['Streptomyces sioyaensis', 'Streptomyces sioyaensis', 'Streptomyces sioyaensis', 'Streptomyces sioyaensis', 'Streptomyces sioyaensis']",1
1df93499d189a3bd0172caf8bb10e522,1,GCF_004122755.1,['Streptomyces sp.'],1
6d9c36f7694291f06d3e279c9b0eecda,1,GCF_004123705.1,['Streptomyces sp.'],1
718d7da68532b33edbb31374347812f6,1,GCF_004124325.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
5fcbfe8c8c1986f5491c01a7f8414426,1,GCF_004124325.1,['Streptomyces sp.'],1
9deb0d38d8b463cf140f0cf57cc6713b,1,GCF_004124335.1,['Streptomyces sp.'],1
d7f8ac11655c20b0d1a85ae1733afd28,1,GCF_004151105.1,['Streptomyces sp.'],1
dc2544001a058544c14660f253328d81,1,GCF_004187715.1,['Streptomyces sp.'],1
272ab099bc59c53fc50c96d3a06e7241,1,GCF_004187715.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
ed35445c2053d08fa7b2fbe717926700,1,GCF_004187715.1,['Streptomyces sp.'],1
939e9d825efacd58ac5708a4d4eb9680,1,GCF_004193175.1,['Streptomyces sp.'],1
99285d120118b64c02229ebf43db440f,1,GCF_004193175.1,['Streptomyces sp.'],1
ffcfcacc357e5a2fbdcb69c7f9cfcd4c,1,GCF_004193175.1,['Streptomyces sp.'],1
3bf78231d12e36f6bbdb2cf1012481fb,1,GCF_004193175.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
34ab2b41fff8dc1cdf921a72073fd2e6,1,GCF_004196215.1,['Streptomyces albidoflavus'],1
4e277623744faf081320e8fde7109d75,1,GCF_004196225.1,['Streptomyces sp.'],1
293d9b8ed32b603c9dc98320eb371b2e,1,GCF_004217285.1,['Streptomyces sp.'],1
0761af884ef4ff43647e8cd3f8cf84b6,1,GCF_004328625.1,"['Streptomyces seoulensis', 'Streptomyces seoulensis', 'Streptomyces seoulensis', 'Streptomyces seoulensis']",1
7b10438dd364005315aa7e02a2a70d6d,1,GCF_004328625.1,['Streptomyces seoulensis'],1
3aee8693fc8a678d6ec5c32e040b1f77,1,GCF_004328625.1,['Streptomyces seoulensis'],1
4085503dfd6c213f36140e6e3133368c,7,"GCF_018619555.1,GCF_018619585.1,GCF_018619515.1,GCF_004334925.1,GCF_018619495.1,GCF_018619575.1,GCF_018619535.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
